Electricity:Facility,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,Site Direct Solar Radiation Rate per Area,days,tc1,tc2,tc3,tc4,tc5,tc6
405623.5557,5.489852151,75.55857975,140.3433766,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
396485.7945,-2.113575269,70.30320341,156.7973417,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
369458.9235,1.942956349,62.61458333,188.2471892,28,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
423801.4029,5.43313172,62.39908154,197.9807721,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
437238.2889,12.56460648,68.95763889,135.3763503,30,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
527187.6962,17.91901882,74.3156362,192.3388217,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
559845.0654,22.21377315,69.30104167,225.3063657,30,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
606404.4922,26.66420251,66.30790771,284.5905765,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
603134.3633,23.04596774,77.16319444,219.8065636,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
546985.4076,20.35770833,84.16527778,153.3049769,30,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
465329.2147,12.89782706,75.73711918,157.4538157,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
419024.6943,9.760949074,74.10636574,128.5277006,30,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
407966.981,5.489852151,75.55857975,140.3433766,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
408322.7607,-2.113575269,70.30320341,156.7973417,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
380939.7826,1.942956349,62.61458333,188.2471892,28,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
436651.5188,5.43313172,62.39908154,197.9807721,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
453655.7234,12.56460648,68.95763889,135.3763503,30,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
549654.193,17.91901882,74.3156362,192.3388217,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
586899.0331,22.21377315,69.30104167,225.3063657,30,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
640957.4691,26.66420251,66.30790771,284.5905765,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
634287.8664,23.04596774,77.16319444,219.8065636,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
573914.1182,20.35770833,84.16527778,153.3049769,30,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
481858.1226,12.89782706,75.73711918,157.4538157,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
432598.9451,9.760949074,74.10636574,128.5277006,30,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
420792.598,5.489852151,75.55857975,140.3433766,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
410514.7042,-2.113575269,70.30320341,156.7973417,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
383295.1219,1.942956349,62.61458333,188.2471892,28,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
439358.5724,5.43313172,62.39908154,197.9807721,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
461445.5328,12.56460648,68.95763889,135.3763503,30,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
565894.031,17.91901882,74.3156362,192.3388217,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
608384.278,22.21377315,69.30104167,225.3063657,30,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
671382.3592,26.66420251,66.30790771,284.5905765,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
660385.5105,23.04596774,77.16319444,219.8065636,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
596787.6285,20.35770833,84.16527778,153.3049769,30,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
490601.9482,12.89782706,75.73711918,157.4538157,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
437850.3429,9.760949074,74.10636574,128.5277006,30,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
424183.7197,5.489852151,75.55857975,140.3433766,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
402155.288,-2.113575269,70.30320341,156.7973417,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
375006.1248,1.942956349,62.61458333,188.2471892,28,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
429962.6686,5.43313172,62.39908154,197.9807721,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
446118.0239,12.56460648,68.95763889,135.3763503,30,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
540331.6992,17.91901882,74.3156362,192.3388217,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
575958.4919,22.21377315,69.30104167,225.3063657,30,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
628871.2315,26.66420251,66.30790771,284.5905765,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
622171.9995,23.04596774,77.16319444,219.8065636,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
563417.2346,20.35770833,84.16527778,153.3049769,30,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
474079.3202,12.89782706,75.73711918,157.4538157,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
425916.3276,9.760949074,74.10636574,128.5277006,30,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
414306.8832,5.489852151,75.55857975,140.3433766,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
453707.4355,-2.113575269,70.30320341,156.7973417,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
424090.7972,1.942956349,62.61458333,188.2471892,28,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
487331.6738,5.43313172,62.39908154,197.9807721,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
497642.8426,12.56460648,68.95763889,135.3763503,30,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
593055.3563,17.91901882,74.3156362,192.3388217,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
627174.9888,22.21377315,69.30104167,225.3063657,30,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
673929.6555,26.66420251,66.30790771,284.5905765,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
674511.5345,23.04596774,77.16319444,219.8065636,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
610954.9429,20.35770833,84.16527778,153.3049769,30,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
527837.2245,12.89782706,75.73711918,157.4538157,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
478103.8768,9.760949074,74.10636574,128.5277006,30,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
467263.471,5.489852151,75.55857975,140.3433766,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
360604.6561,-2.113575269,70.30320341,156.7973417,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
336124.9361,1.942956349,62.61458333,188.2471892,28,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
385191.8974,5.43313172,62.39908154,197.9807721,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
397730.9075,12.56460648,68.95763889,135.3763503,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
479457.2639,17.91901882,74.3156362,192.3388217,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
508792.5995,22.21377315,69.30104167,225.3063657,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
551228.6136,26.66420251,66.30790771,284.5905765,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
547527.9634,23.04596774,77.16319444,219.8065636,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
497181.1743,20.35770833,84.16527778,153.3049769,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
423597.6212,12.89782706,75.73711918,157.4538157,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
381703.7571,9.760949074,74.10636574,128.5277006,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
371312.1168,5.489852151,75.55857975,140.3433766,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
374562.9525,-2.113575269,70.30320341,156.7973417,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
349088.6898,1.942956349,62.61458333,188.2471892,28,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
399118.9339,5.43313172,62.39908154,197.9807721,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
417574.7139,12.56460648,68.95763889,135.3763503,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
509523.9389,17.91901882,74.3156362,192.3388217,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
545659.3869,22.21377315,69.30104167,225.3063657,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
599591.417,26.66420251,66.30790771,284.5905765,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
589906.4949,23.04596774,77.16319444,219.8065636,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
534432.3808,20.35770833,84.16527778,153.3049769,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
444541.6931,12.89782706,75.73711918,157.4538157,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
397771.6266,9.760949074,74.10636574,128.5277006,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
385926.7611,5.489852151,75.55857975,140.3433766,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
351918.6321,-2.113575269,70.30320341,156.7973417,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
327674.0518,1.942956349,62.61458333,188.2471892,28,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
374474.8993,5.43313172,62.39908154,197.9807721,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
388889.7078,12.56460648,68.95763889,135.3763503,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
470850.3002,17.91901882,74.3156362,192.3388217,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
501590.6431,22.21377315,69.30104167,225.3063657,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
547751.9989,26.66420251,66.30790771,284.5905765,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
540363.7166,23.04596774,77.16319444,219.8065636,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
490783.4528,20.35770833,84.16527778,153.3049769,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
414514.6593,12.89782706,75.73711918,157.4538157,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
372481.5818,9.760949074,74.10636574,128.5277006,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
362145.6062,5.489852151,75.55857975,140.3433766,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
389713.8862,-2.113575269,70.30320341,156.7973417,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
363689.1344,1.942956349,62.61458333,188.2471892,28,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
416256.6752,5.43313172,62.39908154,197.9807721,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
431578.1349,12.56460648,68.95763889,135.3763503,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
521086.697,17.91901882,74.3156362,192.3388217,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
554887.4581,22.21377315,69.30104167,225.3063657,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
605524.9478,26.66420251,66.30790771,284.5905765,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
599197.7656,23.04596774,77.16319444,219.8065636,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
543386.2885,20.35770833,84.16527778,153.3049769,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
459032.1026,12.89782706,75.73711918,157.4538157,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
412937.193,9.760949074,74.10636574,128.5277006,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
401945.7815,5.489852151,75.55857975,140.3433766,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
431683.7421,-2.113575269,70.30320341,156.7973417,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
403427.4399,1.942956349,62.61458333,188.2471892,28,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
463061.0991,5.43313172,62.39908154,197.9807721,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
480835.2554,12.56460648,68.95763889,135.3763503,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
583393.6246,17.91901882,74.3156362,192.3388217,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
623133.4388,22.21377315,69.30104167,225.3063657,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
680848.9566,26.66420251,66.30790771,284.5905765,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
673820.3055,23.04596774,77.16319444,219.8065636,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
609711.7547,20.35770833,84.16527778,153.3049769,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
510732.6292,12.89782706,75.73711918,157.4538157,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
458409.6555,9.760949074,74.10636574,128.5277006,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
445677.0464,5.489852151,75.55857975,140.3433766,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
418755.6664,-2.113575269,70.30320341,156.7973417,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
390551.0519,1.942956349,62.61458333,188.2471892,28,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
447640.6792,5.43313172,62.39908154,197.9807721,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
462015.5308,12.56460648,68.95763889,135.3763503,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
556184.5851,17.91901882,74.3156362,192.3388217,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
590702.9693,22.21377315,69.30104167,225.3063657,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
643041.8438,26.66420251,66.30790771,284.5905765,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
637354.5934,23.04596774,77.16319444,219.8065636,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
577585.6851,20.35770833,84.16527778,153.3049769,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
491107.565,12.89782706,75.73711918,157.4538157,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
442674.1974,9.760949074,74.10636574,128.5277006,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
431527.381,5.489852151,75.55857975,140.3433766,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
355893.973,-2.113575269,70.30320341,156.7973417,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
331936.6708,1.942956349,62.61458333,188.2471892,28,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
380056.2557,5.43313172,62.39908154,197.9807721,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
395265.9284,12.56460648,68.95763889,135.3763503,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
480079.7088,17.91901882,74.3156362,192.3388217,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
511795.9259,22.21377315,69.30104167,225.3063657,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
558921.4233,26.66420251,66.30790771,284.5905765,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
551902.5992,23.04596774,77.16319444,219.8065636,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
500591.0765,20.35770833,84.16527778,153.3049769,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
421036.5612,12.89782706,75.73711918,157.4538157,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
378104.1384,9.760949074,74.10636574,128.5277006,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
367135.0335,5.489852151,75.55857975,140.3433766,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
385848.196,-2.113575269,70.30320341,156.7973417,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
359631.3649,1.942956349,62.61458333,188.2471892,28,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
412549.4894,5.43313172,62.39908154,197.9807721,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
423255.87,12.56460648,68.95763889,135.3763503,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
507312.2305,17.91901882,74.3156362,192.3388217,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
537066.6772,22.21377315,69.30104167,225.3063657,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
578066.8982,26.66420251,66.30790771,284.5905765,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
577273.8818,23.04596774,77.16319444,219.8065636,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
524013.4535,20.35770833,84.16527778,153.3049769,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
450383.0175,12.89782706,75.73711918,157.4538157,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
406694.846,9.760949074,74.10636574,128.5277006,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
396529.6415,5.489852151,75.55857975,140.3433766,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
413598.0628,-2.113575269,70.30320341,156.7973417,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
386076.9624,1.942956349,62.61458333,188.2471892,28,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
442890.0396,5.43313172,62.39908154,197.9807721,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
463694.7178,12.56460648,68.95763889,135.3763503,30,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
567355.2081,17.91901882,74.3156362,192.3388217,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
609107.5726,22.21377315,69.30104167,225.3063657,30,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
669580.4613,26.66420251,66.30790771,284.5905765,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
660533.5631,23.04596774,77.16319444,219.8065636,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
596889.8143,20.35770833,84.16527778,153.3049769,30,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
492859.6991,12.89782706,75.73711918,157.4538157,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
440273.911,9.760949074,74.10636574,128.5277006,30,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
426745.4578,5.489852151,75.55857975,140.3433766,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
463656.6949,-2.113575269,70.30320341,156.7973417,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
432981.1475,1.942956349,62.61458333,188.2471892,28,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
497809.66,5.43313172,62.39908154,197.9807721,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
508862.8234,12.56460648,68.95763889,135.3763503,30,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
607397.7828,17.91901882,74.3156362,192.3388217,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
642904.0493,22.21377315,69.30104167,225.3063657,30,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
692040.4564,26.66420251,66.30790771,284.5905765,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
692131.5133,23.04596774,77.16319444,219.8065636,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
626320.7815,20.35770833,84.16527778,153.3049769,30,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
539866.1136,12.89782706,75.73711918,157.4538157,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
488558.7618,9.760949074,74.10636574,128.5277006,30,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
477178.7068,5.489852151,75.55857975,140.3433766,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
