Electricity:Facility,InteriorLights:Electricity,InteriorEquipment:Electricity,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,Site Direct Solar Radiation Rate per Area,days,tc1,tc2,tc3,tc4,tc5,tc6
467263.471,146937.6849,228602.0066,5.489852151,75.55857975,140.3433766,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
360604.6561,124531.1901,153971.0592,-2.113575269,70.30320341,156.7973417,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
336124.9361,117750.2787,142225.4724,1.942956349,62.61458333,188.2471892,28,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
385191.8974,139528.3882,163319.5874,5.43313172,62.39908154,197.9807721,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
397730.9075,125471.6084,151713.8291,12.56460648,68.95763889,135.3763503,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
479457.2639,134529.3222,160203.4114,17.91901882,74.3156362,192.3388217,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
508792.5995,133935.3737,157326.9411,22.21377315,69.30104167,225.3063657,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
551228.6136,126065.5569,154590.2993,26.66420251,66.30790771,284.5905765,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
547527.9634,139528.3882,163319.5874,23.04596774,77.16319444,219.8065636,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
497181.1743,125471.6084,151713.8291,20.35770833,84.16527778,153.3049769,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
423597.6212,129530.2561,157087.2353,12.89782706,75.73711918,157.4538157,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
381703.7571,123937.2416,151094.589,9.760949074,74.10636574,128.5277006,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
371312.1168,126065.5569,154590.2993,5.489852151,75.55857975,140.3433766,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
374562.9525,108060.5723,182906.4902,-2.113575269,70.30320341,156.7973417,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
349088.6898,102176.5109,168953.582,1.942956349,62.61458333,188.2471892,28,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
399118.9339,121074.2263,194011.8661,5.43313172,62.39908154,197.9807721,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
417574.7139,108876.61,180225.064,12.56460648,68.95763889,135.3763503,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
509523.9389,116736.3416,190310.0741,17.91901882,74.3156362,192.3388217,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
545659.3869,116220.9494,186893.0354,22.21377315,69.30104167,225.3063657,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
599591.417,109392.0023,183642.1027,26.66420251,66.30790771,284.5905765,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
589906.4949,121074.2263,194011.8661,23.04596774,77.16319444,219.8065636,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
534432.3808,108876.61,180225.064,20.35770833,84.16527778,153.3049769,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
444541.6931,112398.457,186608.2822,12.89782706,75.73711918,157.4538157,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
397771.6266,107545.1801,179489.4515,9.760949074,74.10636574,128.5277006,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
385926.7611,109392.0023,183642.1027,5.489852151,75.55857975,140.3433766,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
351918.6321,104940.1473,164385.9717,-2.113575269,70.30320341,156.7973417,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
327674.0518,99225.99782,151845.8898,1.942956349,62.61458333,188.2471892,28,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
374474.8993,117578.0109,174366.8532,5.43313172,62.39908154,197.9807721,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
388889.7078,105732.6206,161976.058,12.56460648,68.95763889,135.3763503,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
470850.3002,113365.3897,171039.8927,17.91901882,74.3156362,192.3388217,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
501590.6431,112864.8802,167968.8522,22.21377315,69.30104167,225.3063657,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
547751.9989,106233.1301,165047.0984,26.66420251,66.30790771,284.5905765,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
540363.7166,117578.0109,174366.8532,23.04596774,77.16319444,219.8065636,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
490783.4528,105732.6206,161976.058,20.35770833,84.16527778,153.3049769,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
414514.6593,109152.7685,167712.9322,12.89782706,75.73711918,157.4538157,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
372481.5818,104439.6379,161314.9312,9.760949074,74.10636574,128.5277006,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
362145.6062,106233.1301,165047.0984,5.489852151,75.55857975,140.3433766,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
389713.8862,106857.459,202745.588,-2.113575269,70.30320341,156.7973417,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
363689.1344,101038.909,187279.2665,1.942956349,62.61458333,188.2471892,28,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
416256.6752,119726.223,215055.5173,5.43313172,62.39908154,197.9807721,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
431578.1349,107664.4112,199773.3187,12.56460648,68.95763889,135.3763503,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
521086.697,115436.635,210952.2075,17.91901882,74.3156362,192.3388217,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
554887.4581,114926.981,207164.537,22.21377315,69.30104167,225.3063657,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
605524.9478,108174.0652,203560.9893,26.66420251,66.30790771,284.5905765,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
599197.7656,119726.223,215055.5173,23.04596774,77.16319444,219.8065636,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
543386.2885,107664.4112,199773.3187,20.35770833,84.16527778,153.3049769,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
459032.1026,111147.047,206848.8978,12.89782706,75.73711918,157.4538157,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
412937.193,106347.805,198957.9174,9.760949074,74.10636574,128.5277006,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
401945.7815,108174.0652,203560.9893,5.489852151,75.55857975,140.3433766,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
431683.7421,132324.6518,217206.1948,-2.113575269,70.30320341,156.7973417,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
403427.4399,125119.3746,200636.755,1.942956349,62.61458333,188.2471892,28,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
463061.0991,148260.4107,230394.1164,5.43313172,62.39908154,197.9807721,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
480835.2554,133323.9238,214021.9317,12.56460648,68.95763889,135.3763503,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
583393.6246,142948.4911,225998.1425,17.91901882,74.3156362,192.3388217,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
623133.4388,142317.3719,221940.3205,22.21377315,69.30104167,225.3063657,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
680848.9566,133955.043,218079.7537,26.66420251,66.30790771,284.5905765,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
673820.3055,148260.4107,230394.1164,23.04596774,77.16319444,219.8065636,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
609711.7547,133323.9238,214021.9317,20.35770833,84.16527778,153.3049769,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
510732.6292,137636.5714,221602.1687,12.89782706,75.73711918,157.4538157,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
458409.6555,131693.5326,213148.3728,9.760949074,74.10636574,128.5277006,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
445677.0464,133955.043,218079.7537,5.489852151,75.55857975,140.3433766,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
418755.6664,112159.5322,224442.73,-2.113575269,70.30320341,156.7973417,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
390551.0519,106052.2763,207321.2555,1.942956349,62.61458333,188.2471892,28,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
447640.6792,125666.8209,238070.026,5.43313172,62.39908154,197.9807721,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
462015.5308,113006.5239,221152.3786,12.56460648,68.95763889,135.3763503,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
556184.5851,121164.3913,233527.594,17.91901882,74.3156362,192.3388217,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
590702.9693,120629.4492,229334.5799,22.21377315,69.30104167,225.3063657,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
643041.8438,113541.466,225345.3928,26.66420251,66.30790771,284.5905765,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
637354.5934,125666.8209,238070.026,23.04596774,77.16319444,219.8065636,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
577585.6851,113006.5239,221152.3786,20.35770833,84.16527778,153.3049769,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
491107.565,116661.9618,228985.162,12.89782706,75.73711918,157.4538157,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
442674.1974,111624.5901,220249.7159,9.760949074,74.10636574,128.5277006,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
431527.381,113541.466,225345.3928,5.489852151,75.55857975,140.3433766,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
355893.973,115466.3704,159422.5048,-2.113575269,70.30320341,156.7973417,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
331936.6708,109179.0521,147261.0579,1.942956349,62.61458333,188.2471892,28,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
380056.2557,129371.8991,169102.0238,5.43313172,62.39908154,197.9807721,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
395265.9284,116338.3342,157085.356,12.56460648,68.95763889,135.3763503,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
480079.7088,124736.7229,165875.5174,17.91901882,74.3156362,192.3388217,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
511795.9259,124186.0089,162897.2039,22.21377315,69.30104167,225.3063657,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
558921.4233,116889.0482,160063.6695,26.66420251,66.30790771,284.5905765,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
551902.5992,129371.8991,169102.0238,23.04596774,77.16319444,219.8065636,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
500591.0765,116338.3342,157085.356,20.35770833,84.16527778,153.3049769,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
421036.5612,120101.5466,162649.0111,12.89782706,75.73711918,157.4538157,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
378104.1384,114915.6564,156444.1913,9.760949074,74.10636574,128.5277006,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
367135.0335,116889.0482,160063.6695,5.489852151,75.55857975,140.3433766,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
385848.196,142835.6752,158069.3029,-2.113575269,70.30320341,156.7973417,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
359631.3649,135058.0569,146011.0842,1.942956349,62.61458333,188.2471892,28,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
412549.4894,160037.2688,167666.6607,5.43313172,62.39908154,197.9807721,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
423255.87,143914.323,155751.9922,12.56460648,68.95763889,135.3763503,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
507312.2305,154303.4043,164467.5415,17.91901882,74.3156362,192.3388217,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
537066.6772,153622.153,161514.5083,22.21377315,69.30104167,225.3063657,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
578066.8982,144595.5742,158705.0253,26.66420251,66.30790771,284.5905765,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
577273.8818,160037.2688,167666.6607,23.04596774,77.16319444,219.8065636,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
524013.4535,143914.323,155751.9922,20.35770833,84.16527778,153.3049769,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
450383.0175,148569.5397,161268.4222,12.89782706,75.73711918,157.4538157,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
406694.846,142154.4239,155116.2698,9.760949074,74.10636574,128.5277006,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
396529.6415,144595.5742,158705.0253,5.489852151,75.55857975,140.3433766,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
413598.0628,136633.5055,192001.3134,-2.113575269,70.30320341,156.7973417,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
386076.9624,129193.6048,177354.6123,1.942956349,62.61458333,188.2471892,28,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
442890.0396,153088.1765,203658.8918,5.43313172,62.39908154,197.9807721,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
463694.7178,137665.3166,189186.5562,12.56460648,68.95763889,135.3763503,30,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
567355.2081,147603.2862,199773.0324,17.91901882,74.3156362,192.3388217,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
609107.5726,146951.616,196186.0851,22.21377315,69.30104167,225.3063657,30,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
669580.4613,138316.9867,192773.5034,26.66420251,66.30790771,284.5905765,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
660533.5631,153088.1765,203658.8918,23.04596774,77.16319444,219.8065636,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
596889.8143,137665.3166,189186.5562,20.35770833,84.16527778,153.3049769,30,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
492859.6991,142118.3958,195887.1729,12.89782706,75.73711918,157.4538157,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
440273.911,135981.8354,188414.3662,9.760949074,74.10636574,128.5277006,30,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
426745.4578,138316.9867,192773.5034,5.489852151,75.55857975,140.3433766,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
463656.6949,150307.0951,229770.3267,-2.113575269,70.30320341,156.7973417,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
432981.1475,142122.6468,212242.4398,1.942956349,62.61458333,188.2471892,28,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
497809.66,168408.4663,243721.0938,5.43313172,62.39908154,197.9807721,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
508862.8234,151442.1646,226401.8723,12.56460648,68.95763889,135.3763503,30,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
607397.7828,162374.6759,239070.8381,17.91901882,74.3156362,192.3388217,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
642904.0493,161657.7899,234778.2944,22.21377315,69.30104167,225.3063657,30,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
692040.4564,152159.0506,230694.416,26.66420251,66.30790771,284.5905765,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
692131.5133,168408.4663,243721.0938,23.04596774,77.16319444,219.8065636,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
626320.7815,151442.1646,226401.8723,20.35770833,84.16527778,153.3049769,30,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
539866.1136,156340.8855,234420.5824,12.89782706,75.73711918,157.4538157,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
488558.7618,149590.2092,225477.783,9.760949074,74.10636574,128.5277006,30,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
477178.7068,152159.0506,230694.416,5.489852151,75.55857975,140.3433766,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
