Electricity:Facility,InteriorEquipment:Electricity,Electricity:HVAC,Heating:Gas,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,Site Direct Solar Radiation Rate per Area,days,tc1,tc2,tc3
413212.5827,175443.6265,10061.32905,104348.3183,5.489852151,75.55857975,140.3433766,31,12.49087838,9.788376077,0.724922794
434954.388,201895.338,17458.21875,258967.6727,-2.113575269,70.30320341,156.7973417,31,12.6552485,11.30947598,0.516410687
406165.2501,186493.8773,13629.91222,127536.6138,1.942956349,62.61458333,188.2471892,28,12.6552485,11.30947598,0.516410687
466625.5467,214153.6434,15624.49579,82581.6075,5.43313172,62.39908154,197.9807721,31,12.6552485,11.30947598,0.516410687
481385.2482,198935.5334,14393.75505,33882.41176,12.56460648,68.95763889,135.3763503,30,12.6552485,11.30947598,0.516410687
580571.7837,210067.5416,17118.13996,9560.585117,17.91901882,74.3156362,192.3388217,31,12.6552485,11.30947598,0.516410687
617479.3717,206295.7553,19206.12253,563.7755481,22.21377315,69.30104167,225.3063657,30,12.6552485,11.30947598,0.516410687
668543.9596,202707.3197,21804.5776,8.671859535,26.66420251,66.30790771,284.5905765,31,12.6552485,11.30947598,0.516410687
666490.0785,214153.6434,20400.38735,801.2908888,23.04596774,77.16319444,219.8065636,31,12.6552485,11.30947598,0.516410687
603600.3618,198935.5334,17144.16783,4689.067682,20.35770833,84.16527778,153.3049769,30,12.6552485,11.30947598,0.516410687
511407.0306,205981.4398,15723.14184,31095.39757,12.89782706,75.73711918,157.4538157,31,12.6552485,11.30947598,0.516410687
460408.5473,198123.5517,14242.17804,52412.28294,9.760949074,74.10636574,128.5277006,30,12.6552485,11.30947598,0.516410687
448176.3163,202707.3197,14721.16173,93381.68367,5.489852151,75.55857975,140.3433766,31,12.6552485,11.30947598,0.516410687
394388.3452,191451.1715,15321.70514,297523.8741,-2.113575269,70.30320341,156.7973417,31,10.2476203,10.72443003,0.567222304
367469.8675,176846.4376,11638.34746,148553.7342,1.942956349,62.61458333,188.2471892,28,10.2476203,10.72443003,0.567222304
421037.0907,203075.3475,13215.57796,95080.59477,5.43313172,62.39908154,197.9807721,31,10.2476203,10.72443003,0.567222304
436380.3866,188644.4795,12062.58346,37856.07041,12.56460648,68.95763889,135.3763503,30,10.2476203,10.72443003,0.567222304
527767.8329,199200.6222,14277.72408,10682.46521,17.91901882,74.3156362,192.3388217,31,10.2476203,10.72443003,0.567222304
562239.2223,195623.9526,16041.47747,596.6679829,22.21377315,69.30104167,225.3063657,30,10.2476203,10.72443003,0.567222304
612773.4041,192221.149,18433.09717,8.364065626,26.66420251,66.30790771,284.5905765,31,10.2476203,10.72443003,0.567222304
606483.7061,203075.3475,17043.97497,877.1011857,23.04596774,77.16319444,219.8065636,31,10.2476203,10.72443003,0.567222304
549702.5228,188644.4795,14293.33686,5251.039035,20.35770833,84.16527778,153.3049769,30,10.2476203,10.72443003,0.567222304
464271.5468,195325.8968,13148.25559,34521.88267,12.89782706,75.73711918,157.4538157,31,10.2476203,10.72443003,0.567222304
417352.5129,187874.502,12027.7609,58234.49343,9.760949074,74.10636574,128.5277006,30,10.2476203,10.72443003,0.567222304
406140.2571,192221.149,12470.27903,105494.4516,5.489852151,75.55857975,140.3433766,31,10.2476203,10.72443003,0.567222304
401731.4713,194593.5845,13175.85787,290585.8084,-2.113575269,70.30320341,156.7973417,31,10.79339742,10.9004571,0.667050894
374844.9983,179749.1336,10069.92169,144469.7172,1.942956349,62.61458333,188.2471892,28,10.79339742,10.9004571,0.667050894
429696.4889,206408.5556,11441.81571,92232.65354,5.43313172,62.39908154,197.9807721,31,10.79339742,10.9004571,0.667050894
444493.0644,191740.8244,10462.59012,36784.90162,12.56460648,68.95763889,135.3763503,30,10.79339742,10.9004571,0.667050894
536602.2659,202470.2319,12404.80823,10349.43986,17.91901882,74.3156362,192.3388217,31,10.79339742,10.9004571,0.667050894
571517.1106,198834.8562,13941.5486,586.1534364,22.21377315,69.30104167,225.3063657,30,10.79339742,10.9004571,0.667050894
622065.2633,195376.2001,15970.1738,8.182908663,26.66420251,66.30790771,284.5905765,31,10.79339742,10.9004571,0.667050894
616343.5821,206408.5556,14813.74332,854.2901364,23.04596774,77.16319444,219.8065636,31,10.79339742,10.9004571,0.667050894
558353.9366,191740.8244,12424.78851,5098.357579,20.35770833,84.16527778,153.3049769,30,10.79339742,10.9004571,0.667050894
472380.5073,198531.9082,11414.89931,33664.11635,12.89782706,75.73711918,157.4538157,31,10.79339742,10.9004571,0.667050894
425205.6671,190958.2087,10428.62415,56836.22293,9.760949074,74.10636574,128.5277006,30,10.79339742,10.9004571,0.667050894
413951.8033,195376.2001,10792.2733,102749.1811,5.489852151,75.55857975,140.3433766,31,10.79339742,10.9004571,0.667050894
408423.0782,196026.965,13865.84943,284258.8533,-2.113575269,70.30320341,156.7973417,31,11.18637516,10.9807501,0.63746709
381120.9358,181073.1695,10631.49429,140797.4516,1.942956349,62.61458333,188.2471892,28,11.18637516,10.9807501,0.63746709
437031.5913,207928.9655,12108.18537,90003.16425,5.43313172,62.39908154,197.9807721,31,11.18637516,10.9807501,0.63746709
451745.101,193153.1914,11091.6894,36041.23218,12.56460648,68.95763889,135.3763503,30,11.18637516,10.9807501,0.63746709
545090.9976,203961.632,13160.40434,10206.89027,17.91901882,74.3156362,192.3388217,31,11.18637516,10.9807501,0.63746709
579850.1987,200299.478,14793.03759,586.7458324,22.21377315,69.30104167,225.3063657,30,11.18637516,10.9807501,0.63746709
630006.395,196815.3454,16915.22705,8.233669231,26.66420251,66.30790771,284.5905765,31,11.18637516,10.9807501,0.63746709
625670.8548,207928.9655,15719.1869,837.5122839,23.04596774,77.16319444,219.8065636,31,11.18637516,10.9807501,0.63746709
566959.6539,193153.1914,13178.90698,4996.011303,20.35770833,84.16527778,153.3049769,30,11.18637516,10.9807501,0.63746709
479700.8142,199994.2985,12094.39593,33005.85958,12.89782706,75.73711918,157.4538157,31,11.18637516,10.9807501,0.63746709
432026.2422,192364.811,11026.88377,55698.08676,9.760949074,74.10636574,128.5277006,30,11.18637516,10.9807501,0.63746709
420743.6074,196815.3454,11421.3775,100637.338,5.489852151,75.55857975,140.3433766,31,11.18637516,10.9807501,0.63746709
407858.722,224174.41,13863.90473,278514.7065,-2.113575269,70.30320341,156.7973417,31,8.724061277,12.55747226,0.608356004
380108.5747,207073.4042,10865.72436,139623.5922,1.942956349,62.61458333,188.2471892,28,8.724061277,12.55747226,0.608356004
435223.5336,237785.4147,12428.63054,88595.48098,5.43313172,62.39908154,197.9807721,31,8.724061277,12.55747226,0.608356004
450485.4269,220887.9922,11427.89266,34367.31502,12.56460648,68.95763889,135.3763503,30,8.724061277,12.55747226,0.608356004
543636.6064,233248.4131,13693.71792,9467.092938,17.91901882,74.3156362,192.3388217,31,8.724061277,12.55747226,0.608356004
577789.8026,229060.4117,15489.04846,486.0312639,22.21377315,69.30104167,225.3063657,30,8.724061277,12.55747226,0.608356004
630578.0069,225075.9937,17763.75518,4.578889878,26.66420251,66.30790771,284.5905765,31,8.724061277,12.55747226,0.608356004
623195.0226,237785.4147,16468.64281,722.3211866,23.04596774,77.16319444,219.8065636,31,8.724061277,12.55747226,0.608356004
565250.1499,220887.9922,13751.0745,4517.799281,20.35770833,84.16527778,153.3049769,30,8.724061277,12.55747226,0.608356004
479050.7725,228711.4116,12543.44023,31741.39615,12.89782706,75.73711918,157.4538157,31,8.724061277,12.55747226,0.608356004
431226.6787,219986.4086,11326.7552,53533.1415,9.760949074,74.10636574,128.5277006,30,8.724061277,12.55747226,0.608356004
420243.9378,225075.9937,11723.07619,98789.68435,5.489852151,75.55857975,140.3433766,31,8.724061277,12.55747226,0.608356004
421801.1883,212480.0269,16232.14191,268735.804,-2.113575269,70.30320341,156.7973417,31,10.72213412,11.90239351,0.538524769
393421.3054,196271.1198,12647.17442,133040.1034,1.942956349,62.61458333,188.2471892,28,10.72213412,11.90239351,0.538524769
451241.3243,225380.9937,14494.72143,85250.86952,5.43313172,62.39908154,197.9807721,31,10.72213412,11.90239351,0.538524769
466129.6599,209365.0498,13340.77119,34045.50035,12.56460648,68.95763889,135.3763503,30,10.72213412,11.90239351,0.538524769
562419.2551,221080.6714,15925.00358,9494.799844,17.91901882,74.3156362,192.3388217,31,10.72213412,11.90239351,0.538524769
598195.7209,217111.1432,17946.87161,522.593386,22.21377315,69.30104167,225.3063657,30,10.72213412,11.90239351,0.538524769
650020.7474,213334.5781,20471.34796,6.387171322,26.66420251,66.30790771,284.5905765,31,10.72213412,11.90239351,0.538524769
645403.2406,225380.9937,19081.52679,760.0748593,23.04596774,77.16319444,219.8065636,31,10.72213412,11.90239351,0.538524769
584990.1852,209365.0498,15976.14419,4606.900847,20.35770833,84.16527778,153.3049769,30,10.72213412,11.90239351,0.538524769
495813.0909,216780.3491,14617.53539,31406.28164,12.89782706,75.73711918,157.4538157,31,10.72213412,11.90239351,0.538524769
446117.8324,208510.4986,13213.16373,52859.35447,9.760949074,74.10636574,128.5277006,30,10.72213412,11.90239351,0.538524769
434509.6618,213334.5781,13667.88548,95795.74711,5.489852151,75.55857975,140.3433766,31,10.72213412,11.90239351,0.538524769
380726.4026,186217.8557,12639.59047,309990.9561,-2.113575269,70.30320341,156.7973417,31,9.752404245,10.43127784,0.678685397
354941.2925,172012.342,9558.52996,156255.7951,1.942956349,62.61458333,188.2471892,28,9.752404245,10.43127784,0.678685397
406393.85,197524.2849,10825.10659,99887.86042,5.43313172,62.39908154,197.9807721,31,9.752404245,10.43127784,0.678685397
421547.8375,183487.8845,9851.829645,39281.59331,12.56460648,68.95763889,135.3763503,30,9.752404245,10.43127784,0.678685397
509760.25,193755.4751,11623.75046,11125.54044,17.91901882,74.3156362,192.3388217,31,9.752404245,10.43127784,0.678685397
543213.595,190276.5738,13076.15971,624.3193374,22.21377315,69.30104167,225.3063657,30,9.752404245,10.43127784,0.678685397
592623.9173,186966.7858,15070.78342,7.626062156,26.66420251,66.30790771,284.5905765,31,9.752404245,10.43127784,0.678685397
585769.2241,197524.2849,13883.28889,916.5191215,23.04596774,77.16319444,219.8065636,31,9.752404245,10.43127784,0.678685397
531356.7684,183487.8845,11639.8315,5472.309724,20.35770833,84.16527778,153.3049769,30,9.752404245,10.43127784,0.678685397
448390.4501,189986.6654,10736.73519,35843.69461,12.89782706,75.73711918,157.4538157,31,9.752404245,10.43127784,0.678685397
403098.4354,182738.9544,9853.880626,60390.14424,9.760949074,74.10636574,128.5277006,30,9.752404245,10.43127784,0.678685397
392291.2088,186966.7858,10214.61305,109979.7549,5.489852151,75.55857975,140.3433766,31,9.752404245,10.43127784,0.678685397
404795.8272,207173.8976,13995.69305,285520.1818,-2.113575269,70.30320341,156.7973417,31,9.907437822,11.60516257,0.618660468
377412.0819,191369.7653,10787.5394,142190.1357,1.942956349,62.61458333,188.2471892,28,9.907437822,11.60516257,0.618660468
432410.5935,219752.6968,12287.08829,90585.53266,5.43313172,62.39908154,197.9807721,31,9.907437822,11.60516257,0.618660468
447571.7391,204136.7089,11268.04108,35749.4915,12.56460648,68.95763889,135.3763503,30,9.907437822,11.60516257,0.618660468
540051.389,215559.7637,13408.44502,9975.229149,17.91901882,74.3156362,192.3388217,31,9.907437822,11.60516257,0.618660468
574374.2858,211689.364,15116.55021,535.2728883,22.21377315,69.30104167,225.3063657,30,9.907437822,11.60516257,0.618660468
625996.713,208007.1087,17326.02868,6.548067139,26.66420251,66.30790771,284.5905765,31,9.907437822,11.60516257,0.618660468
620577.5177,219752.6968,16065.21866,798.4963878,23.04596774,77.16319444,219.8065636,31,9.907437822,11.60516257,0.618660468
562357.8544,204136.7089,13444.0355,4839.856665,20.35770833,84.16527778,153.3049769,30,9.907437822,11.60516257,0.618660468
475688.5697,211366.8307,12309.01117,32761.75425,12.89782706,75.73711918,157.4538157,31,9.907437822,11.60516257,0.618660468
428145.0388,203303.4979,11192.56818,55373.4557,9.760949074,74.10636574,128.5277006,30,9.907437822,11.60516257,0.618660468
417033.1919,208007.1087,11594.01953,101000.7339,5.489852151,75.55857975,140.3433766,31,9.907437822,11.60516257,0.618660468
389840.209,161068.5206,16189.02207,304778.9056,-2.113575269,70.30320341,156.7973417,31,12.38855325,9.022499397,0.54877832
363736.2236,148781.5084,12209.47382,152822.9562,1.942956349,62.61458333,188.2471892,28,12.38855325,9.022499397,0.54877832
417504.13,170847.9793,13791.54398,98411.18909,5.43313172,62.39908154,197.9807721,31,12.38855325,9.022499397,0.54877832
432439.4981,158707.2411,12550.48501,40445.64796,12.56460648,68.95763889,135.3763503,30,12.38855325,9.022499397,0.54877832
523793.8569,167588.1598,14676.59073,11804.30875,17.91901882,74.3156362,192.3388217,31,12.38855325,9.022499397,0.54877832
558151.2434,164579.0955,16396.90369,756.1295606,22.21377315,69.30104167,225.3063657,30,12.38855325,9.022499397,0.54877832
606307.1213,161716.3053,18798.24865,10.52609187,26.66420251,66.30790771,284.5905765,31,12.38855325,9.022499397,0.54877832
602096.7984,170847.9793,17396.50582,1040.935204,23.04596774,77.16319444,219.8065636,31,12.38855325,9.022499397,0.54877832
545702.0141,158707.2411,14655.07032,5893.543341,20.35770833,84.16527778,153.3049769,30,12.38855325,9.022499397,0.54877832
460068.0594,164328.3402,13614.72527,36720.9755,12.89782706,75.73711918,157.4538157,31,12.38855325,9.022499397,0.54877832
413411.9158,158059.4564,12561.36058,61752.25634,9.760949074,74.10636574,128.5277006,30,12.38855325,9.022499397,0.54877832
401626.5224,161716.3053,13010.14062,109413.5467,5.489852151,75.55857975,140.3433766,31,12.38855325,9.022499397,0.54877832
389991.9899,204374.6392,14749.59275,299414.8403,-2.113575269,70.30320341,156.7973417,31,8.810299595,11.44835783,0.575401391
363072.5627,188784.0466,11261.37894,150377.1854,1.942956349,62.61458333,188.2471892,28,8.810299595,11.44835783,0.575401391
415436.4353,216783.4783,12791.46836,95782.53792,5.43313172,62.39908154,197.9807721,31,8.810299595,11.44835783,0.575401391
430970.9544,201378.4879,11685.96211,37309.93981,12.56460648,68.95763889,135.3763503,30,8.810299595,11.44835783,0.575401391
521387.2848,212647.1986,13902.19486,10403.3701,17.91901882,74.3156362,192.3388217,31,8.810299595,11.44835783,0.575401391
554798.9977,208829.0943,15679.32494,554.9625055,22.21377315,69.30104167,225.3063657,30,8.810299595,11.44835783,0.575401391
606375.9392,205196.5922,18075.80139,6.282808069,26.66420251,66.30790771,284.5905765,31,8.810299595,11.44835783,0.575401391
599045.9547,216783.4783,16675.8691,824.2121978,23.04596774,77.16319444,219.8065636,31,8.810299595,11.44835783,0.575401391
543097.3054,201378.4879,13930.97868,5038.953442,20.35770833,84.16527778,153.3049769,30,8.810299595,11.44835783,0.575401391
458619.8742,208510.9189,12767.54343,34099.92332,12.89782706,75.73711918,157.4538157,31,8.810299595,11.44835783,0.575401391
412484.1173,200556.5349,11649.18668,57639.64976,9.760949074,74.10636574,128.5277006,30,8.810299595,11.44835783,0.575401391
401579.1907,205196.5922,12085.20724,105878.4575,5.489852151,75.55857975,140.3433766,31,8.810299595,11.44835783,0.575401391
384986.1691,162689.5643,16123.42658,308796.2767,-2.113575269,70.30320341,156.7973417,31,11.83797439,9.113304636,0.545902425
359079.6931,150278.8918,12154.1255,155491.5661,1.942956349,62.61458333,188.2471892,28,11.83797439,9.113304636,0.545902425
411957.515,172567.4465,13721.96676,100186.5473,5.43313172,62.39908154,197.9807721,31,11.83797439,9.113304636,0.545902425
427347.2082,160304.5201,12477.65972,40938.86894,12.56460648,68.95763889,135.3763503,30,11.83797439,9.113304636,0.545902425
518123.0393,169274.8191,14582.00518,11921.38632,17.91901882,74.3156362,192.3388217,31,11.83797439,9.113304636,0.545902425
552372.0325,166235.4707,16293.9008,752.8305389,22.21377315,69.30104167,225.3063657,30,11.83797439,9.113304636,0.545902425
600892.9425,163343.8685,18719.08014,10.22964764,26.66420251,66.30790771,284.5905765,31,11.83797439,9.113304636,0.545902425
595660.3608,172567.4465,17289.85909,1040.829058,23.04596774,77.16319444,219.8065636,31,11.83797439,9.113304636,0.545902425
539945.0823,160304.5201,14559.90182,5928.630432,20.35770833,84.16527778,153.3049769,30,11.83797439,9.113304636,0.545902425
454854.2875,165982.1917,13537.64513,37159.90643,12.89782706,75.73711918,157.4538157,31,11.83797439,9.113304636,0.545902425
408464.4086,159650.2159,12494.42371,62473.52979,9.760949074,74.10636574,128.5277006,30,11.83797439,9.113304636,0.545902425
396664.6621,163343.8685,12943.71772,111020.3039,5.489852151,75.55857975,140.3433766,31,11.83797439,9.113304636,0.545902425
404053.5926,212938.0933,12443.49972,284760.8733,-2.113575269,70.30320341,156.7973417,31,9.48244783,11.9280528,0.689736638
376838.7982,196694.2429,9631.33116,142025.7966,1.942956349,62.61458333,188.2471892,28,9.48244783,11.9280528,0.689736638
431563.2768,225866.8722,10995.33992,90312.44484,5.43313172,62.39908154,197.9807721,31,9.48244783,11.9280528,0.689736638
446536.0814,209816.401,10091.12857,35329.53407,12.56460648,68.95763889,135.3763503,30,9.48244783,11.9280528,0.689736638
538174.7922,221557.2792,12034.89014,9796.252307,17.91901882,74.3156362,192.3388217,31,9.48244783,11.9280528,0.689736638
572938.7055,217579.1934,13584.57984,510.1520295,22.21377315,69.30104167,225.3063657,30,9.48244783,11.9280528,0.689736638
624114.1606,213794.4868,15577.14888,5.705785575,26.66420251,66.30790771,284.5905765,31,9.48244783,11.9280528,0.689736638
618166.1804,225866.8722,14441.11213,776.8931667,23.04596774,77.16319444,219.8065636,31,9.48244783,11.9280528,0.689736638
560568.9922,209816.401,12072.95989,4726.216226,20.35770833,84.16527778,153.3049769,30,9.48244783,11.9280528,0.689736638
474538.7538,217247.6863,11045.89691,32505.75591,12.89782706,75.73711918,157.4538157,31,9.48244783,11.9280528,0.689736638
427197.2617,208960.0075,10016.76613,54821.86043,9.760949074,74.10636574,128.5277006,30,9.48244783,11.9280528,0.689736638
416363.8855,213794.4868,10369.71021,100599.7831,5.489852151,75.55857975,140.3433766,31,9.48244783,11.9280528,0.689736638
378233.8372,181650.1267,14354.84359,312674.0306,-2.113575269,70.30320341,156.7973417,31,9.782855713,10.17540953,0.59598922
352340.7051,167793.0595,10824.45946,157895.5851,1.942956349,62.61458333,188.2471892,28,9.782855713,10.17540953,0.59598922
403402.4177,192679.2211,12259.44061,101286.79,5.43313172,62.39908154,197.9807721,31,9.782855713,10.17540953,0.59598922
418949.3567,178987.1189,11151.76803,40043.54083,12.56460648,68.95763889,135.3763503,30,9.782855713,10.17540953,0.59598922
507365.6412,189002.8563,13117.35782,11400.79721,17.91901882,74.3156362,192.3388217,31,9.782855713,10.17540953,0.59598922
540851.0923,185609.2888,14742.93339,651.8681102,22.21377315,69.30104167,225.3063657,30,9.782855713,10.17540953,0.59598922
589855.7161,182380.6864,17008.2338,7.894078664,26.66420251,66.30790771,284.5905765,31,9.782855713,10.17540953,0.59598922
583088.0071,192679.2211,15657.56084,939.9552887,23.04596774,77.16319444,219.8065636,31,9.782855713,10.17540953,0.59598922
528966.5877,178987.1189,13129.50043,5607.724583,20.35770833,84.16527778,153.3049769,30,9.782855713,10.17540953,0.59598922
445836.2539,185326.4915,12125.13829,36390.59805,12.89782706,75.73711918,157.4538157,31,9.782855713,10.17540953,0.59598922
400751.0343,178256.5592,11160.76956,61416.88496,9.760949074,74.10636574,128.5277006,30,9.782855713,10.17540953,0.59598922
389571.1205,182380.6864,11562.63356,111356.5869,5.489852151,75.55857975,140.3433766,31,9.782855713,10.17540953,0.59598922
441818.8786,219894.5835,17287.39557,250072.793,-2.113575269,70.30320341,156.7973417,31,11.71591032,12.31773123,0.514830438
412446.8715,203120.0616,13637.10981,123208.4948,1.942956349,62.61458333,188.2471892,28,11.71591032,12.31773123,0.514830438
473542.2573,233245.7336,15707.12338,79583.22471,5.43313172,62.39908154,197.9807721,31,11.71591032,12.31773123,0.514830438
488406.9739,216670.9084,14540.71945,32313.85144,12.56460648,68.95763889,135.3763503,30,11.71591032,12.31773123,0.514830438
588515.5632,228795.3503,17384.47062,8952.507049,17.91901882,74.3156362,192.3388217,31,11.71591032,12.31773123,0.514830438
625780.73,224687.3041,19560.0816,494.4619804,22.21377315,69.30104167,225.3063657,30,11.71591032,12.31773123,0.514830438
678908.0713,220778.9546,22160.16229,6.643173853,26.66420251,66.30790771,284.5905765,31,11.71591032,12.31773123,0.514830438
675053.0505,233245.7336,20764.19651,728.8027666,23.04596774,77.16319444,219.8065636,31,11.71591032,12.31773123,0.514830438
611104.7352,216670.9084,17433.72685,4330.221979,20.35770833,84.16527778,153.3049769,30,11.71591032,12.31773123,0.514830438
519128.6073,224344.9669,15932.04521,29791.33918,12.89782706,75.73711918,157.4538157,31,11.71591032,12.31773123,0.514830438
467547.6112,215786.5373,14376.13665,50365.09909,9.760949074,74.10636574,128.5277006,30,11.71591032,12.31773123,0.514830438
455191.8929,220778.9546,14791.35031,90204.31737,5.489852151,75.55857975,140.3433766,31,11.71591032,12.31773123,0.514830438
356692.4803,155312.5796,11920.02268,334098.1823,-2.113575269,70.30320341,156.7973417,31,10.39936414,8.700071562,0.712159933
332932.9105,143464.6558,9112.184047,175188.5388,1.942956349,62.61458333,188.2471892,28,10.39936414,8.700071562,0.712159933
381134.1316,164742.5598,10025.69433,110994.4278,5.43313172,62.39908154,197.9807721,31,10.39936414,8.700071562,0.712159933
396373.5015,153035.6827,9091.382808,44284.37491,12.56460648,68.95763889,135.3763503,30,10.39936414,8.700071562,0.712159933
481377.2715,161599.2331,10568.24731,12993.41922,17.91901882,74.3156362,192.3388217,31,10.39936414,8.700071562,0.712159933
513463.5045,158697.7007,11784.01063,807.6819411,22.21377315,69.30104167,225.3063657,30,10.39936414,8.700071562,0.712159933
561205.7984,155937.215,13644.0753,10.32449302,26.66420251,66.30790771,284.5905765,31,10.39936414,8.700071562,0.712159933
553837.5841,164742.5598,12503.57524,1131.325666,23.04596774,77.16319444,219.8065636,31,10.39936414,8.700071562,0.712159933
502262.5904,153035.6827,10521.98181,6369.748794,20.35770833,84.16527778,153.3049769,30,10.39936414,8.700071562,0.712159933
421973.9525,158455.9063,9845.304087,40066.92752,12.89782706,75.73711918,157.4538157,31,10.39936414,8.700071562,0.712159933
378634.008,152411.0472,9121.640962,67047.41743,9.760949074,74.10636574,128.5277006,30,10.39936414,8.700071562,0.712159933
367805.0063,155937.215,9479.552123,121109.4564,5.489852151,75.55857975,140.3433766,31,10.39936414,8.700071562,0.712159933
