Electricity:Facility,InteriorEquipment:Electricity,Electricity:HVAC,Heating:Gas,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,Site Direct Solar Radiation Rate per Area,days,tc1,tc2,tc3,tc4
368380.0676,157152.7117,9617.006052,123749.1051,5.489852151,75.55857975,140.3433766,31,10.33218589,8.767886726,0.703286651,0.000338191
351657.7944,168829.3915,12607.86918,323450.2188,-2.113575269,70.30320341,156.7973417,31,8.749971786,9.45723644,0.641479409,0.000242461
327697.7809,155950.346,9577.949471,166791.5033,1.942956349,62.61458333,188.2471892,28,8.749971786,9.45723644,0.641479409,0.000242461
374803.9611,179080.0603,10874.76139,108252.9643,5.43313172,62.39908154,197.9807721,31,8.749971786,9.45723644,0.641479409,0.000242461
390441.5564,166354.3368,9848.215468,41970.00373,12.56460648,68.95763889,135.3763503,30,8.749971786,9.45723644,0.641479409,0.000242461
474141.3921,175663.1707,11535.60236,11964.06798,17.91901882,74.3156362,192.3388217,31,8.749971786,9.45723644,0.641479409,0.000242461
505927.6773,172509.1187,12928.81172,687.2638632,22.21377315,69.30104167,225.3063657,30,8.749971786,9.45723644,0.641479409,0.000242461
554159.4842,169508.3888,15000.61177,7.765354234,26.66420251,66.30790771,284.5905765,31,8.749971786,9.45723644,0.641479409,0.000242461
545727.9286,179080.0603,13716.3648,1007.72889,23.04596774,77.16319444,219.8065636,31,8.749971786,9.45723644,0.641479409,0.000242461
495266.8403,166354.3368,11509.98162,5917.375684,20.35770833,84.16527778,153.3049769,30,8.749971786,9.45723644,0.641479409,0.000242461
416014.5194,172246.2811,10713.17983,38006.83991,12.89782706,75.73711918,157.4538157,31,8.749971786,9.45723644,0.641479409,0.000242461
373344.9465,165675.3395,9900.833608,64020.91358,9.760949074,74.10636574,128.5277006,30,8.749971786,9.45723644,0.641479409,0.000242461
362698.3822,169508.3888,10274.34421,117343.9681,5.489852151,75.55857975,140.3433766,31,8.749971786,9.45723644,0.641479409,0.000242461
428824.0675,224121.587,13767.41464,252563.1436,-2.113575269,70.30320341,156.7973417,31,10.53980524,12.55451329,0.623820394,0.000271895
400365.9504,207024.6107,11001.48416,125936.9467,1.942956349,62.61458333,188.2471892,28,10.53980524,12.55451329,0.623820394,0.000271895
459234.4357,237729.3844,12667.77855,80365.53279,5.43313172,62.39908154,197.9807721,31,10.53980524,12.55451329,0.623820394,0.000271895
473859.0318,220835.9436,11720.88946,31912.56283,12.56460648,68.95763889,135.3763503,30,10.53980524,12.55451329,0.623820394,0.000271895
570343.44,233193.452,14050.84784,8804.794768,17.91901882,74.3156362,192.3388217,31,10.53980524,12.55451329,0.623820394,0.000271895
605992.8757,229006.4374,15842.92847,448.0641746,22.21377315,69.30104167,225.3063657,30,10.53980524,12.55451329,0.623820394,0.000271895
659221.7076,225022.9582,17994.1256,4.92600513,26.66420251,66.30790771,284.5905765,31,10.53980524,12.55451329,0.623820394,0.000271895
654189.6975,237729.3844,16818.99013,686.0896455,23.04596774,77.16319444,219.8065636,31,10.53980524,12.55451329,0.623820394,0.000271895
592419.1123,220835.9436,14095.38324,4226.476574,20.35770833,84.16527778,153.3049769,30,10.53980524,12.55451329,0.623820394,0.000271895
503335.8597,228657.5195,12869.33272,29586.73843,12.89782706,75.73711918,157.4538157,31,10.53980524,12.55451329,0.623820394,0.000271895
453573.0873,219934.5724,11583.41352,49827.53253,9.760949074,74.10636574,128.5277006,30,10.53980524,12.55451329,0.623820394,0.000271895
442165.7103,225022.9582,11927.46268,90756.39115,5.489852151,75.55857975,140.3433766,31,10.53980524,12.55451329,0.623820394,0.000271895
359216.168,154501.6811,12464.51375,331554.8804,-2.113575269,70.30320341,156.7973417,31,10.63922684,8.654647841,0.684216563,0.000299285
335289.128,142715.6161,9515.594143,173194.1072,1.942956349,62.61458333,188.2471892,28,10.63922684,8.654647841,0.684216563,0.000299285
383923.2419,163882.4266,10489.02992,109843.6425,5.43313172,62.39908154,197.9807721,31,10.63922684,8.654647841,0.684216563,0.000299285
399199.0004,152236.672,9510.166327,44007.50519,12.56460648,68.95763889,135.3763503,30,10.63922684,8.654647841,0.684216563,0.000299285
484544.4672,160755.5114,11059.95948,12920.83009,17.91901882,74.3156362,192.3388217,31,10.63922684,8.654647841,0.684216563,0.000299285
517115.8512,157869.1282,12328.74225,806.6309482,22.21377315,69.30104167,225.3063657,30,10.63922684,8.654647841,0.684216563,0.000299285
564658.0419,155123.0552,14258.59877,10.60614028,26.66420251,66.30790771,284.5905765,31,10.63922684,8.654647841,0.684216563,0.000299285
557933.2754,163882.4266,13080.08572,1131.928815,23.04596774,77.16319444,219.8065636,31,10.63922684,8.654647841,0.684216563,0.000299285
505770.24,152236.672,11010.55267,6350.092387,20.35770833,84.16527778,153.3049769,30,10.63922684,8.654647841,0.684216563,0.000299285
424974.4528,157628.5963,10302.29015,39831.45323,12.89782706,75.73711918,157.4538157,31,10.63922684,8.654647841,0.684216563,0.000299285
381254.9182,151615.2978,9541.854016,66650.35849,9.760949074,74.10636574,128.5277006,30,10.63922684,8.654647841,0.684216563,0.000299285
370343.4577,155123.0552,9916.423537,120124.1197,5.489852151,75.55857975,140.3433766,31,10.63922684,8.654647841,0.684216563,0.000299285
415774.0277,199040.4192,16565.56506,286862.7591,-2.113575269,70.30320341,156.7973417,31,11.32675827,11.14955334,0.545140028,0.000338729
387552.5294,183856.7443,12540.04813,140942.174,1.942956349,62.61458333,188.2471892,28,11.32675827,11.14955334,0.545140028,0.000338729
444537.123,211125.385,14251.78178,90271.48469,5.43313172,62.39908154,197.9807721,31,11.32675827,11.14955334,0.545140028,0.000338729
459405.4418,196122.4681,13065.73412,36412.58768,12.56460648,68.95763889,135.3763503,30,11.32675827,11.14955334,0.545140028,0.000338729
554070.6759,207097.0631,15514.0455,10274.43857,17.91901882,74.3156362,192.3388217,31,11.32675827,11.14955334,0.545140028,0.000338729
589985.0787,203378.6121,17457.36663,582.9745034,22.21377315,69.30104167,225.3063657,30,11.32675827,11.14955334,0.545140028,0.000338729
640351.7777,199840.9191,19965.6391,8.635708829,26.66420251,66.30790771,284.5905765,31,11.32675827,11.14955334,0.545140028,0.000338729
636851.3257,211125.385,18559.18046,843.1114808,23.04596774,77.16319444,219.8065636,31,11.32675827,11.14955334,0.545140028,0.000338729
576456.7131,196122.4681,15555.62975,5038.168821,20.35770833,84.16527778,153.3049769,30,11.32675827,11.14955334,0.545140028,0.000338729
488273.6113,203068.7412,14256.51835,33326.2142,12.89782706,75.73711918,157.4538157,31,11.32675827,11.14955334,0.545140028,0.000338729
439485.0362,195321.9682,12988.54036,56208.16074,9.760949074,74.10636574,128.5277006,30,11.32675827,11.14955334,0.545140028,0.000338729
427850.8751,199840.9191,13432.92331,100888.6804,5.489852151,75.55857975,140.3433766,31,11.32675827,11.14955334,0.545140028,0.000338729
405612.01,175324.9692,13871.68806,287167.4026,-2.113575269,70.30320341,156.7973417,31,12.72038081,9.821096155,0.647748262,0.000292944
378898.3088,161950.4126,10579.83563,142284.5354,1.942956349,62.61458333,188.2471892,28,12.72038081,9.821096155,0.647748262,0.000292944
435073.4046,185970.0244,12022.77531,91530.98122,5.43313172,62.39908154,197.9807721,31,12.72038081,9.821096155,0.647748262,0.000292944
449484.1925,172754.6887,10983.4536,37522.47844,12.56460648,68.95763889,135.3763503,30,12.72038081,9.821096155,0.647748262,0.000292944
542967.9034,182421.6726,12946.83422,10778.12317,17.91901882,74.3156362,192.3388217,31,12.72038081,9.821096155,0.647748262,0.000292944
577674.8915,179146.271,14469.14389,650.3819644,22.21377315,69.30104167,225.3063657,30,12.72038081,9.821096155,0.647748262,0.000292944
626350.9619,176030.0903,16514.57377,11.19028222,26.66420251,66.30790771,284.5905765,31,12.72038081,9.821096155,0.647748262,0.000292944
623098.9261,185970.0244,15358.06241,926.9849252,23.04596774,77.16319444,219.8065636,31,12.72038081,9.821096155,0.647748262,0.000292944
564494.4981,172754.6887,12935.56366,5381.316165,20.35770833,84.16527778,153.3049769,30,12.72038081,9.821096155,0.647748262,0.000292944
477463.5317,178873.3209,11948.74794,34216.35616,12.89782706,75.73711918,157.4538157,31,12.72038081,9.821096155,0.647748262,0.000292944
429555.7348,172049.5676,10938.88223,57525.20549,9.760949074,74.10636574,128.5277006,30,12.72038081,9.821096155,0.647748262,0.000292944
418053.7887,176030.0903,11333.52218,102450.9956,5.489852151,75.55857975,140.3433766,31,12.72038081,9.821096155,0.647748262,0.000292944
455893.7684,226283.8965,16183.7708,240600.3229,-2.113575269,70.30320341,156.7973417,31,12.47164012,12.67563837,0.562235004,0.000313448
425849.459,209021.9698,12801.20104,117930.7013,1.942956349,62.61458333,188.2471892,28,12.47164012,12.67563837,0.562235004,0.000313448
489385.3866,240022.981,14788.59805,76491.43475,5.43313172,62.39908154,197.9807721,31,12.47164012,12.67563837,0.562235004,0.000313448
503838.8429,222966.5534,13739.20763,31315.45655,12.56460648,68.95763889,135.3763503,30,12.47164012,12.67563837,0.562235004,0.000313448
605906.763,235443.2862,16440.34643,8631.679454,17.91901882,74.3156362,192.3388217,31,12.47164012,12.67563837,0.562235004,0.000313448
644179.2062,231215.8756,18454.41356,473.2858794,22.21377315,69.30104167,225.3063657,30,12.47164012,12.67563837,0.562235004,0.000313448
697777.4422,227193.9641,20859.14665,7.798927412,26.66420251,66.30790771,284.5905765,31,12.47164012,12.67563837,0.562235004,0.000313448
695444.5396,240022.981,19593.13582,705.6299637,23.04596774,77.16319444,219.8065636,31,12.47164012,12.67563837,0.562235004,0.000313448
628594.9407,222966.5534,16482.40483,4161.62533,20.35770833,84.16527778,153.3049769,30,12.47164012,12.67563837,0.562235004,0.000313448
534919.1295,230863.5913,15054.4539,28899.93921,12.89782706,75.73711918,157.4538157,31,12.47164012,12.67563837,0.562235004,0.000313448
482133.3996,222056.4859,13542.27629,48783.14221,9.760949074,74.10636574,128.5277006,30,12.47164012,12.67563837,0.562235004,0.000313448
469757.9536,227193.9641,13903.80534,87100.08988,5.489852151,75.55857975,140.3433766,31,12.47164012,12.67563837,0.562235004,0.000313448
462037.5807,229114.1905,15754.68017,236655.5615,-2.113575269,70.30320341,156.7973417,31,12.79341012,12.83418161,0.582602866,0.00031943
431671.2724,211636.3565,12492.06586,115943.2935,1.942956349,62.61458333,188.2471892,28,12.79341012,12.83418161,0.582602866,0.00031943
496261.7306,243025.1195,14444.05697,75304.05225,5.43313172,62.39908154,197.9807721,31,12.79341012,12.83418161,0.582602866,0.00031943
510433.5275,225755.355,13438.62135,30936.71809,12.56460648,68.95763889,135.3763503,30,12.79341012,12.83418161,0.582602866,0.00031943
613614.2149,238388.1432,16084.10472,8539.485312,17.91901882,74.3156362,192.3388217,31,12.79341012,12.83418161,0.582602866,0.00031943
652388.3497,234107.8573,18043.66188,463.7149497,22.21377315,69.30104167,225.3063657,30,12.79341012,12.83418161,0.582602866,0.00031943
706412.4245,230035.6409,20340.48481,9.185462151,26.66420251,66.30790771,284.5905765,31,12.79341012,12.83418161,0.582602866,0.00031943
703979.3848,243025.1195,19161.82049,707.3536526,23.04596774,77.16319444,219.8065636,31,12.79341012,12.83418161,0.582602866,0.00031943
636226.3858,225755.355,16123.8109,4107.665686,20.35770833,84.16527778,153.3049769,30,12.79341012,12.83418161,0.582602866,0.00031943
541671.1688,233751.1668,14719.52732,28533.95039,12.89782706,75.73711918,157.4538157,31,12.79341012,12.83418161,0.582602866,0.00031943
488519.9732,224833.9046,13229.45545,48162.78443,9.760949074,74.10636574,128.5277006,30,12.79341012,12.83418161,0.582602866,0.00031943
476092.96,230035.6409,13569.51775,85882.69913,5.489852151,75.55857975,140.3433766,31,12.79341012,12.83418161,0.582602866,0.00031943
364337.2045,177357.1897,13700.83148,313817.2455,-2.113575269,70.30320341,156.7973417,31,9.014288409,9.934934094,0.599777205,0.000254354
339448.507,163827.6065,10437.07954,160419.8544,1.942956349,62.61458333,188.2471892,28,9.014288409,9.934934094,0.599777205,0.000254354
388360.9261,188125.6335,11865.15954,103500.0644,5.43313172,62.39908154,197.9807721,31,9.014288409,9.934934094,0.599777205,0.000254354
404018.381,174757.1167,10774.02992,40397.51434,12.56460648,68.95763889,135.3763503,30,9.014288409,9.934934094,0.599777205,0.000254354
490271.5512,184536.1522,12657.16621,11424.33667,17.91901882,74.3156362,192.3388217,31,9.014288409,9.934934094,0.599777205,0.000254354
522617.1784,181222.7849,14217.48971,641.8222398,22.21377315,69.30104167,225.3063657,30,9.014288409,9.934934094,0.599777205,0.000254354
571893.6386,178070.484,16453.30227,7.372006613,26.66420251,66.30790771,284.5905765,31,9.014288409,9.934934094,0.599777205,0.000254354
563615.0668,188125.6335,15092.71738,948.6855205,23.04596774,77.16319444,219.8065636,31,9.014288409,9.934934094,0.599777205,0.000254354
511457.5687,174757.1167,12655.70878,5656.798467,20.35770833,84.16527778,153.3049769,30,9.014288409,9.934934094,0.599777205,0.000254354
430452.0467,180946.671,11731.38493,36679.62696,12.89782706,75.73711918,157.4538157,31,9.014288409,9.934934094,0.599777205,0.000254354
386505.4475,174043.8224,10809.53135,61867.14519,9.760949074,74.10636574,128.5277006,30,9.014288409,9.934934094,0.599777205,0.000254354
375590.8309,178070.484,11213.53821,113144.8204,5.489852151,75.55857975,140.3433766,31,9.014288409,9.934934094,0.599777205,0.000254354
435579.0905,222297.5527,15516.04868,272744.1616,-2.113575269,70.30320341,156.7973417,31,11.12303717,12.45233722,0.591998004,0.000361822
406074.872,205339.7217,11844.36022,132708.4246,1.942956349,62.61458333,188.2471892,28,11.12303717,12.45233722,0.591998004,0.000361822
465838.3802,235794.6018,13500.09359,84657.99726,5.43313172,62.39908154,197.9807721,31,11.12303717,12.45233722,0.591998004,0.000361822
480415.5899,219038.6498,12468.81985,33972.45591,12.56460648,68.95763889,135.3763503,30,11.12303717,12.45233722,0.591998004,0.000361822
578234.892,231295.5854,14905.51726,9456.955512,17.91901882,74.3156362,192.3388217,31,11.12303717,12.45233722,0.591998004,0.000361822
614695.0019,227142.6472,16806.03059,530.8717573,22.21377315,69.30104167,225.3063657,30,11.12303717,12.45233722,0.591998004,0.000361822
668202.0077,223191.588,19133.8247,7.180792677,26.66420251,66.30790771,284.5905765,31,11.12303717,12.45233722,0.591998004,0.000361822
663826.4338,235794.6018,17860.66495,760.0599509,23.04596774,77.16319444,219.8065636,31,11.12303717,12.45233722,0.591998004,0.000361822
600993.0257,219038.6498,14966.64337,4537.530422,20.35770833,84.16527778,153.3049769,30,11.12303717,12.45233722,0.591998004,0.000361822
509886.7661,226796.569,13633.34081,31207.35586,12.89782706,75.73711918,157.4538157,31,11.12303717,12.45233722,0.591998004,0.000361822
459704.8421,218144.6145,12317.67629,52734.17556,9.760949074,74.10636574,128.5277006,30,11.12303717,12.45233722,0.591998004,0.000361822
448115.1036,223191.588,12702.26742,95112.04806,5.489852151,75.55857975,140.3433766,31,11.12303717,12.45233722,0.591998004,0.000361822
396934.4959,184919.6719,17779.8282,308484.9378,-2.113575269,70.30320341,156.7973417,31,10.81418194,10.3585581,0.501932951,0.000355983
369799.1732,170813.1894,13512.5826,156422.3151,1.942956349,62.61458333,188.2471892,28,10.81418194,10.3585581,0.501932951,0.000355983
423532.6783,196147.2805,14993.26845,98531.48082,5.43313172,62.39908154,197.9807721,31,10.81418194,10.3585581,0.501932951,0.000355983
439151.7731,182208.7323,13677.62672,39777.693,12.56460648,68.95763889,135.3763503,30,10.81418194,10.3585581,0.501932951,0.000355983
531674.0072,192404.7443,16117.37628,11392.76667,17.91901882,74.3156362,192.3388217,31,10.81418194,10.3585581,0.501932951,0.000355983
566451.8858,188950.0955,18091.63097,676.7278909,22.21377315,69.30104167,225.3063657,30,10.81418194,10.3585581,0.501932951,0.000355983
617127.8608,185663.3811,20831.17971,8.146180973,26.66420251,66.30790771,284.5905765,31,10.81418194,10.3585581,0.501932951,0.000355983
610905.3146,196147.2805,19233.19164,951.7413581,23.04596774,77.16319444,219.8065636,31,10.81418194,10.3585581,0.501932951,0.000355983
553580.8309,182208.7323,16133.8166,5572.072648,20.35770833,84.16527778,153.3049769,30,10.81418194,10.3585581,0.501932951,0.000355983
467370.8471,188662.2081,14873.69025,36218.94922,12.89782706,75.73711918,157.4538157,31,10.81418194,10.3585581,0.501932951,0.000355983
419936.5985,181465.0232,13662.79349,61066.33341,9.760949074,74.10636574,128.5277006,30,10.81418194,10.3585581,0.501932951,0.000355983
408287.5763,185663.3811,14157.56391,109301.0502,5.489852151,75.55857975,140.3433766,31,10.81418194,10.3585581,0.501932951,0.000355983
364274.9753,180728.1942,11784.90772,324178.5888,-2.113575269,70.30320341,156.7973417,31,8.882638934,10.12376607,0.710678735,0.000297848
339438.6153,166941.456,8880.674407,165611.4747,1.942956349,62.61458333,188.2471892,28,8.882638934,10.12376607,0.710678735,0.000297848
388207.508,191701.3124,10019.89552,106232.5394,5.43313172,62.39908154,197.9807721,31,8.882638934,10.12376607,0.710678735,0.000297848
403593.9074,178078.702,9104.867019,41258.13686,12.56460648,68.95763889,135.3763503,30,8.882638934,10.12376607,0.710678735,0.000297848
488895.8295,188043.6064,10696.2504,11714.11241,17.91901882,74.3156362,192.3388217,31,8.882638934,10.12376607,0.710678735,0.000297848
521122.6072,184667.2623,12027.82612,657.4063664,22.21377315,69.30104167,225.3063657,30,8.882638934,10.12376607,0.710678735,0.000297848
570060.3079,181455.0461,13946.1327,7.539377941,26.66420251,66.30790771,284.5905765,31,8.882638934,10.12376607,0.710678735,0.000297848
561956.8405,191701.3124,12777.68307,961.1480059,23.04596774,77.16319444,219.8065636,31,8.882638934,10.12376607,0.710678735,0.000297848
510144.3991,178078.702,10703.50186,5742.6406,20.35770833,84.16527778,153.3049769,30,8.882638934,10.12376607,0.710678735,0.000297848
429459.2831,184385.9003,9899.686638,37466.21081,12.89782706,75.73711918,157.4538157,31,8.882638934,10.12376607,0.710678735,0.000297848
386180.1514,177351.8502,9129.47501,63182.87404,9.760949074,74.10636574,128.5277006,30,8.882638934,10.12376607,0.710678735,0.000297848
375395.1189,181455.0461,9460.252271,115658.9313,5.489852151,75.55857975,140.3433766,31,8.882638934,10.12376607,0.710678735,0.000297848
389344.1449,165177.0925,12441.45696,311032.8243,-2.113575269,70.30320341,156.7973417,31,12.3141652,9.252647332,0.722335757,0.000329563
363673.4825,152576.6605,9406.440016,156961.3435,1.942956349,62.61458333,188.2471892,28,12.3141652,9.252647332,0.722335757,0.000329563
417263.5248,175206.0078,10510.80355,99638.43023,5.43313172,62.39908154,197.9807721,31,12.3141652,9.252647332,0.722335757,0.000329563
431686.7347,162755.5809,9574.139198,40648.1028,12.56460648,68.95763889,135.3763503,30,12.3141652,9.252647332,0.722335757,0.000329563
521976.4819,171863.0361,11208.12256,11858.57431,17.91901882,74.3156362,192.3388217,31,12.3141652,9.252647332,0.722335757,0.000329563
555772.5747,168777.216,12535.97183,757.7526282,22.21377315,69.30104167,225.3063657,30,12.3141652,9.252647332,0.722335757,0.000329563
603871.6914,165841.401,14379.04388,10.07044848,26.66420251,66.30790771,284.5905765,31,12.3141652,9.252647332,0.722335757,0.000329563
599468.4852,175206.0078,13302.65271,1034.137723,23.04596774,77.16319444,219.8065636,31,12.3141652,9.252647332,0.722335757,0.000329563
543144.3322,162755.5809,11195.76061,5875.7832,20.35770833,84.16527778,153.3049769,30,12.3141652,9.252647332,0.722335757,0.000329563
458696.4875,168520.0643,10388.10168,37002.37799,12.89782706,75.73711918,157.4538157,31,12.3141652,9.252647332,0.722335757,0.000329563
412370.0356,162091.2724,9568.115618,62058.45796,9.760949074,74.10636574,128.5277006,30,12.3141652,9.252647332,0.722335757,0.000329563
401263.6971,165841.401,9920.36822,110677.3416,5.489852151,75.55857975,140.3433766,31,12.3141652,9.252647332,0.722335757,0.000329563
349918.2869,161741.318,12583.43944,349511.6625,-2.113575269,70.30320341,156.7973417,31,9.207206488,9.060187172,0.669694699,0.000347892
326240.9442,149402.9819,9609.38538,185976.9561,1.942956349,62.61458333,188.2471892,28,9.207206488,9.060187172,0.669694699,0.000347892
372735.2066,171561.6264,10417.4309,117065.5868,5.43313172,62.39908154,197.9807721,31,9.207206488,9.060187172,0.669694699,0.000347892
388260.3941,159370.1752,9423.753052,45983.81181,12.56460648,68.95763889,135.3763503,30,9.207206488,9.060187172,0.669694699,0.000347892
471575.3414,168288.1903,10970.99689,13401.8149,17.91901882,74.3156362,192.3388217,31,9.207206488,9.060187172,0.669694699,0.000347892
503290.0374,165266.5569,12273.0934,828.7973354,22.21377315,69.30104167,225.3063657,30,9.207206488,9.060187172,0.669694699,0.000347892
551678.475,162391.8085,14302.26797,9.528511719,26.66420251,66.30790771,284.5905765,31,9.207206488,9.060187172,0.669694699,0.000347892
543050.6486,171561.6264,13036.64265,1143.687187,23.04596774,77.16319444,219.8065636,31,9.207206488,9.060187172,0.669694699,0.000347892
492682.0554,159370.1752,10939.6812,6514.222466,20.35770833,84.16527778,153.3049769,30,9.207206488,9.060187172,0.669694699,0.000347892
413601.3513,165014.7541,10213.42459,41538.28158,12.89782706,75.73711918,157.4538157,31,9.207206488,9.060187172,0.669694699,0.000347892
371114.5074,158719.6847,9476.06684,69584.95636,9.760949074,74.10636574,128.5277006,30,9.207206488,9.060187172,0.669694699,0.000347892
360450.8474,162391.8085,9867.577113,126762.4223,5.489852151,75.55857975,140.3433766,31,9.207206488,9.060187172,0.669694699,0.000347892
406527.9516,181913.1703,17671.24688,298342.5969,-2.113575269,70.30320341,156.7973417,31,11.90624968,10.19014431,0.513558767,0.000344777
378936.3103,168036.0369,13280.62308,147919.8797,1.942956349,62.61458333,188.2471892,28,11.90624968,10.19014431,0.513558767,0.000344777
434718.4653,192958.2357,14997.86462,94945.76909,5.43313172,62.39908154,197.9807721,31,11.90624968,10.19014431,0.513558767,0.000344777
450068.6524,179246.3063,13696.03593,38760.89106,12.56460648,68.95763889,135.3763503,30,11.90624968,10.19014431,0.513558767,0.000344777
544417.6388,189276.5472,16144.9174,11143.12496,17.91901882,74.3156362,192.3388217,31,11.90624968,10.19014431,0.513558767,0.000344777
579887.561,185878.0656,18089.37892,672.3932631,22.21377315,69.30104167,225.3063657,30,11.90624968,10.19014431,0.513558767,0.000344777
630128.9295,182644.7879,20727.55345,8.69150699,26.66420251,66.30790771,284.5905765,31,11.90624968,10.19014431,0.513558767,0.000344777
625578.1499,192958.2357,19221.20088,946.3537244,23.04596774,77.16319444,219.8065636,31,11.90624968,10.19014431,0.513558767,0.000344777
566425.0085,179246.3063,16149.44017,5474.758301,20.35770833,84.16527778,153.3049769,30,11.90624968,10.19014431,0.513558767,0.000344777
478674.5628,185594.8588,14892.42581,35325.84984,12.89782706,75.73711918,157.4538157,31,11.90624968,10.19014431,0.513558767,0.000344777
430286.7897,178514.6887,13656.5585,59524.95455,9.760949074,74.10636574,128.5277006,30,11.90624968,10.19014431,0.513558767,0.000344777
418353.8514,182644.7879,14133.85177,105696.3828,5.489852151,75.55857975,140.3433766,31,11.90624968,10.19014431,0.513558767,0.000344777
392134.7976,200855.2498,13772.92539,305975.142,-2.113575269,70.30320341,156.7973417,31,9.379096911,11.25121385,0.631934735,0.0003342
365284.1047,185533.1317,10386.8772,152986.6333,1.942956349,62.61458333,188.2471892,28,9.379096911,11.25121385,0.631934735,0.0003342
418105.6096,213050.4051,11755.30494,97332.96978,5.43313172,62.39908154,197.9807721,31,9.379096911,11.25121385,0.631934735,0.0003342
433363.3913,197910.6931,10733.79905,38133.42613,12.56460648,68.95763889,135.3763503,30,9.379096911,11.25121385,0.631934735,0.0003342
523654.163,208985.3534,12738.12203,10710.23376,17.91901882,74.3156362,192.3388217,31,9.379096911,11.25121385,0.631934735,0.0003342
557328.6676,205232.9979,14355.55902,582.2549301,22.21377315,69.30104167,225.3063657,30,9.379096911,11.25121385,0.631934735,0.0003342
608521.6539,201663.0486,16550.77452,6.775717179,26.66420251,66.30790771,284.5905765,31,9.379096911,11.25121385,0.631934735,0.0003342
601570.09,213050.4051,15271.11569,859.2332241,23.04596774,77.16319444,219.8065636,31,9.379096911,11.25121385,0.631934735,0.0003342
545113.413,197910.6931,12770.97233,5201.356807,20.35770833,84.16527778,153.3049769,30,9.379096911,11.25121385,0.631934735,0.0003342
460746.8653,204920.3016,11709.30435,34861.93207,12.89782706,75.73711918,157.4538157,31,9.379096911,11.25121385,0.631934735,0.0003342
414531.6354,197102.8944,10700.89151,58842.5421,9.760949074,74.10636574,128.5277006,30,9.379096911,11.25121385,0.631934735,0.0003342
403691.011,201663.0486,11088.19701,107443.4139,5.489852151,75.55857975,140.3433766,31,9.379096911,11.25121385,0.631934735,0.0003342
